Japanese;English;French;
"ハートメダルを手に入れた！
持っていると ハートが出やすくなる
体力に不安があれば 持っていこう！";"You got the Heart Medal!
Hearts will appear more often as long as
you're carrying this.

If you're worried about running out of
hearts while you're out adventuring,
keep this with you!";"Vous avez obtenu une médaille cœur !
Avec elle, les cœurs apparaîtront
plus fréquemment. Si votre santé
vous préoccupe, c'est l'objet idéal !";
"ハートメダルを手に入れた！
持っていると 辛口モードのときでも
ハートが出るようになる
さらに ハート花も咲くようになる
体力に不安があれば 持っていこう！";"You got the Heart Medal! While you are
carrying this medal, hearts will appear
even when playing in Hero Mode.

It will also cause heart flowers to bloom. 
If you're someone who worries about
hearts during an adventure, keep this
with you!";"Vous avez obtenu une médaille cœur !
Avec elle, même en mode héroïque,
les cœurs apparaissent et les flœurs
fleurissent.
Si votre santé vous préoccupe, c'est l'objet
idéal !";
"ルピーメダルを手に入れた！
持っていると ルピーが出やすくなる
お金が少ないときに 持っていこう！";"You got the Rupee Medal!
While you're carrying this, Rupees will
mysteriously appear more often. Keep it
with you when your wallet feels empty!";"Vous avez obtenu une médaille rubis !
Avec elle, les rubis apparaîtront plus
fréquemment. Pensez‐y quand vous
êtes à court d'argent !";
"トレジャーメダルを手に入れた！
持っていると お宝が出やすくなる
トレジャーハントに 持っていこう！";"You got the Treasure Medal!
If you carry this with you, treasure will
appear more often. It's the perfect thing
to take along on a treasure hunt!";"Vous avez obtenu la médaille trésor !
Avec elle, les trésors apparaîtront
plus fréquemment. Indispensable
pour la chasse au trésor !";
"長持ちメダルを手に入れた！
持っていると クスリの効果が長持ちする
クスリと一緒に 持っていこう！";"You got the Potion Medal!
Carry this with you to prolong the effects
of a potion. If you've got this, remember
to pack lots of potions!";"Vous avez obtenu une médaille de
durabilité ! Avec elle, l'effet des potions
sera prolongé. Idéale pour les
grands consommateurs de potions !";
"アクマメダルを手に入れた！
なぜか ルピーとお宝が出やすくなる
が！ 呪いで ポーチが開けない！";"You got the Cursed Medal! With
this, Rupees and treasure will appear more
often...but it also carries a curse that
prevents your pouch from opening! Eeek!";"Vous avez obtenu la médaille démoniaque !
Elle fait apparaître plus fréquemment les
trésors et les rubis. Mais sa malédiction
vous empêchera d'ouvrir votre sacoche !";
"拡散パチンコに改造してもらった！
一度に 広い範囲を狙うことができる
[Button 0]を押し続け パワーをためて うとう！";"You upgraded to the mighty Scattershot!
Your shots will now pepper a wide range. 
Hold [Button 0] to increase your shot power.";"Votre lance‐pierre a été amélioré en
lance‐pierre rafale ! Vous pouvez attaquer
une large zone en une seule fois. Maintenez
[Button 0] enfoncé pour un tir plus puissant. ";
"中くらいのサイフを手に入れた！
今までのサイフより 
ちょっと多めに ルピーが入る
この大きさで
500ルピーためられる！";"You got the Medium Wallet! The hefty
capacity of this wallet allows you to store
up to 500 Rupees in it!";"Vous avez obtenu une bourse moyenne !
Elle a une contenance un peu supérieure
à celle de votre ancienne bourse.

Vous pouvez y ranger 500 rubis !";
"大きなサイフを手に入れた！
今までのサイフより
たくさん ルピーが入る
この大きさで
1000ルピーためられる！";"You got a Big Wallet! You can carry up to
1,000 Rupees in this massive wallet.";"Vous avez obtenu une grande bourse !
Elle a une contenance bien supérieure
à celle de votre ancienne bourse.

Vous pouvez y ranger 1 000 rubis !";
"特大のサイフを手に入れた！
今までのサイフより
さらに たくさん ルピーが入る
この大きさで なんと
5000ルピーためられる！";"You got the Giant Wallet!
The voluminous capacity of this wallet
allows you to store a whopping
5,000 Rupees in it!";"Vous avez obtenu une bourse énorme !
Elle a une contenance largement
supérieure à celle de votre ancienne
bourse.
Vous pouvez y ranger 5 000 rubis !";
"セレブのサイフを手に入れた！
セレブもびっくりの至極のサイフだ 
なんと 9000ルピーためられる！";"You got the Tycoon Wallet!
No wallet can match the cavernous
capacity and luxurious quality of this one!
It can store a jaw-dropping 9,000 Rupees!";"Vous avez obtenu la bourse de star !
Voilà qui impressionnerait même les plus
fortunés... Vous pouvez y ranger la somme
astronomique de 9 000 rubis !";
"冒険ポーチを手に入れた！
旅の助け ポーチアイテムを入れておける
便利な装備品！";"You got the Adventure Pouch!
You can store all kinds of useful items in
this handy piece of gear.";"Vous avez obtenu la sacoche
d'aventurier ! C'est un accessoire fort
pratique dans lequel vous pouvez
ranger les objets utiles à vos aventures.";
"冒険ポーチを取り戻した！
なんと 残りのアイテムも一緒だ";"You got your Adventure Pouch back!
And look! The rest of your items are
here too!";"Vous avez récupéré votre sacoche
d'aventurier ! Et tout le reste de
votre équipement, par la même occasion !";
"冒険ポーチを拡張した！
さらに1つ ポーチアイテムを
入れることができるようになった！";"You made your Adventure Pouch
bigger! You can now fit an additional
item inside.";"Vous avez ajouté une poche à votre
sacoche d'aventurier ! Vous pouvez y
ranger un objet supplémentaire !";
"命のメダルを手に入れた！
持っていると ハートの上限が 1つ増える
ここぞというときに 持っていこう！";"You got the Life Medal!
Your maximum number of hearts is
increased by one as long as you carry
this with you.
You can always keep it with you at times
when you think you'll need it most.";"Vous avez obtenu une médaille de vie !
Avec elle, votre énergie vitale
maximale augmentera d'un cœur.
Cela peut parfois s'avérer utile...";
"木の盾を手に入れた！
軽くて使いやすい 木製の盾
燃えたり 壊れやすいので注意！";"You got a Wooden Shield!
This light wooden shield breaks easily and
can burn, so be careful how you use it.";"Vous avez obtenu un bouclier en bois !
Constitué de bois léger, il est très facile
à manier, mais attention : il brûle et
se brise facilement !";
"盾を修理してもらった！
まるで 新品のようにピカピカだ！";"Your shield has been repaired.
It looks good as new!";"Votre bouclier est réparé !
Il est comme neuf.";
"硬い木の盾に改造してもらった！
軽くて使いやすい 木製の盾
普通の木の盾よりも 丈夫な作り！";"You upgraded to a Banded Shield!
This shield is much more durable than
the standard Wooden Shield.";"Votre bouclier a été amélioré en bouclier
en bois solide ! Léger et maniable, il est
plus solide qu'un bouclier en bois
ordinaire !";
"頑丈な木の盾に改造してもらった！
軽くて使いやすい 木製の盾
木の盾の中で一番 耐久力がある！";"You upgraded to a Braced Shield!
This very sturdy shield is much tougher
than the standard Wooden Shield.";"Votre bouclier a été amélioré en bouclier
en bois renforcé. C'est le plus robuste des
boucliers en bois. Il conserve néanmoins
toute sa légèreté.";
"鉄の盾を手に入れた！
頑丈な 鉄製の盾
燃えなくて壊れにくいが 電気には注意！";"You got an Iron Shield!
This sturdy metal shield is unaffected by
fire, but watch out for electrical attacks!";"Vous avez obtenu un bouclier en fer !
Le fer a l'avantage de ne pas brûler et de
mieux résister aux impacts, mais il ne
protège pas du courant électrique !";
"硬い鉄の盾に改造してもらった！
頑丈な 鉄製の盾
普通の鉄の盾よりも 丈夫な作り！";"You upgraded to a Reinforced Shield!
This heavy shield is even tougher than the
standard Iron Shield.";"Votre bouclier a été amélioré en bouclier
en fer solide ! Il est plus résistant qu'un
bouclier en fer classique.";
"頑丈な鉄の盾に改造してもらった！
頑丈な 鉄製の盾
鉄の盾の中で一番 耐久力がある！";"You upgraded to a Fortified Shield!
Superstrong metal makes this the toughest
Iron Shield around.";"Votre bouclier a été amélioré en bouclier
en fer renforcé ! C'est le plus robuste
des boucliers en fer.";
"聖なる盾を手に入れた！
聖なる力で 傷を自己修復する不思議な盾

耐久力が低く 壊れやすいが
火 電気 呪い攻撃を 防ぐことができる！";"You got a Sacred Shield! The mystical
power within this shield allows it to repair
itself over time. 

This shield's low durability means it breaks
easily, but it deflects fire, electric and
curse attacks!";"Vous avez obtenu un bouclier sacré !
Le pouvoir renfermé par ce mystérieux
bouclier lui permet de se réparer tout
seul.
Peu résistant, il se brise facilement
mais il permet de se protéger du feu,
de l'électricité et des malédictions.";
"聖なる盾を手に入れた！
聖なる力で 傷を自己修復する不思議な盾
火 電気 呪い攻撃を 防ぐことができる！";"You got a Sacred Shield! The mystical
power within this shield allows it to repair
itself over time. It protects against fire,
electric and curse attacks!";"Vous avez obtenu un bouclier sacré !
Le pouvoir qu'il renferme lui permet de
se réparer tout seul. Il protège du feu,
de l'électricité et des malédictions !";
"上質の聖なる盾に改造してもらった！
聖なる力で 傷を自己修復する不思議な盾
盾の耐久力が上がった！";"You upgraded to a Divine Shield!
This mystical shield can repair itself over
time. It's also more durable.";"Votre bouclier est maintenant un
bouclier sacré amélioré ! Le pouvoir
qu'il renferme lui permet de se
réparer tout seul. Il est plus résistant !";
"最上の聖なる盾に改造してもらった！
聖なる力で 傷を自己修復する不思議な盾
盾の耐久力が さらに上がった！";"You upgraded to a Goddess Shield!
This shield repairs itself with sacred
power, and it's even more durable than
other versions of the shield.";"Votre bouclier est maintenant un
bouclier sacré ultime ! Le pouvoir
qu'il renferme lui permet de se réparer
tout seul. Il est encore plus résistant !";
"ハイリアの盾を手に入れた！
勇者の力が みなぎる 伝説の盾
どんな攻撃でも 壊れない！";"You got the Hylian Shield!
This legendary shield is imbued with
heroic power, making it completely
indestructible!";"Vous avez obtenu le bouclier d'Hylia !
L'aura des héros émane de ce bouclier
légendaire. Aucune attaque ne peut
l'endommager !";
"リカバオールを手に入れた！
盾ゲージを 完全に回復し
ハートも4つ回復する 不思議なクスリ！";"You got some Revitalizing Potion! 
This potion fully replenishes your shield 
gauge and also restores four hearts! ";"Vous avez obtenu de la polypotion !
Ce produit étrange remplit entièrement
la jauge de votre bouclier et vous rend
quatre cœurs !";
"リカバオールVを手に入れた！
盾ゲージが なくなったら 自動的に回復し
ハートも8つ回復する 優れたクスリ！ ";"You got some Revitalizing Potion +!
This powerful elixir automatically
restores your shield when it breaks
and also replenishes eight hearts!";"Vous avez obtenu de la polypotion ★ !
Cette substance prodigieuse répare
automatiquement votre bouclier lorsqu'il
est détruit et vous rend huit cœurs !";
"タネ袋 小を手に入れた！
デクのタネを10個 余分にためておける
パチンコを使うときに 持っていこう！";"You got a Small Seed Satchel!
With this, you can carry 10 extra
Deku Seeds. Keep it with you
when you use your Slingshot!";"Vous avez obtenu un petit sac de graines !
Il peut contenir dix graines Mojo
supplémentaires. Prenez‐le lorsque
vous utilisez votre lance‐pierre.";
"タネ袋 中に改造してもらった！
デクのタネを20個 余分にためておける
パチンコを使うときに 持っていこう！";"You upgraded to a Medium Seed Satchel!
Now it carries up to 20 additional
Deku Seeds! Keep it with you
when you use your Slingshot!";"Votre sac a été amélioré en sac de graines
moyen ! Il peut contenir 20 graines Mojo
supplémentaires. Prenez‐le lorsque vous
utilisez votre lance‐pierre.";
"タネ袋 大に改造してもらった！
デクのタネを30個 余分にためておける
パチンコを使うときに 持っていこう！";"You upgraded to a Large Seed Satchel!
Now it carries up to 30 additional
Deku Seeds! Keep it with you
when you use your Slingshot!";"Votre sac a été amélioré en grand sac de
graines ! Il peut contenir 30 graines Mojo
supplémentaires. Prenez‐le lorsque vous
utilisez votre lance‐pierre.";
"矢筒 小を手に入れた！
矢を5本 余分にためておける
弓を使うときに 持っていこう！";"You got the Small Quiver!
Now you can carry 5 extra arrows. Carry it
with you when you're using the bow.";"Vous avez obtenu un petit carquois !
Il peut contenir cinq flèches
supplémentaires. Prenez‐le lorsque
vous utilisez votre arc.";
"矢筒 中に改造してもらった！
矢を10本 余分にためておける
弓を使うときに 持っていこう！";"You upgraded to the Medium Quiver!
With this, you can carry 10 extra arrows.
Carry it with you when you're using
the bow.";"Votre carquois a été amélioré
en carquois moyen ! Il peut contenir
dix flèches supplémentaires.
Prenez‐le lorsque vous utilisez votre arc.";
"矢筒 大に改造してもらった！
矢を15本 余分にためておける
弓を使うときに 持っていこう！";"You've upgraded to the Large Quiver!
It holds 15 extra arrows. Carry it with 
you when you're using the bow.";"Votre carquois a été amélioré
en grand carquois ! Il peut contenir
15 flèches supplémentaires.
Prenez‐le lorsque vous utilisez votre arc.";
"バクダン袋 小を手に入れた！
バクダンを5個 余分にためておける袋
バクダンを使うときに 持っていこう！";"You got the Small Bomb Bag! It can hold
5 extra bombs, so carry it with you when
you need extra firepower.";"Vous avez obtenu un petit sac de
bombes ! Il peut contenir cinq bombes
supplémentaires. Prenez‐le lorsque
vous avez besoin de bombes !";
"バクダン袋 中に改造してもらった！
バクダンを10個 余分にためておける袋
バクダンを使うときに 持っていこう！";"You've upgraded to the Medium Bomb Bag!
It can hold 10 extra bombs. Carry it with
you when you need extra firepower.";"Votre sac a été amélioré en sac de
bombes moyen ! Il peut contenir dix
bombes supplémentaires. Prenez‐le
lorsque vous avez besoin de bombes !";
"バクダン袋 大に改造してもらった！
バクダンを15個 余分にためておける袋
バクダンを使うときに 持っていこう！";"You've upgraded to the Large Bomb Bag!
It can hold 15 extra bombs. Carry it with
you when you need extra firepower.";"Votre sac a été amélioré en grand
sac de bombes ! Il peut contenir 15
bombes supplémentaires. Prenez‐le
lorsque vous avez besoin de bombes !";
"ムチを手に入れた！
先端に不思議な光の球がついていて
いろんなものに くっつけることができる！
手が届かない場所にあるものでも
[Button 7]で注目して Wiiリモコンを振って
ビシッとしてみよう！";"You got the Whip! Attached to the end of
the whip is a strange, glowing sphere of
light that can latch on to various things.

If you see something you can't reach,
target it with [Button 7] and wave the Wii Remote
to snag it with your whip! SNAP!";"Vous avez obtenu le fouet !
Grâce à l'orbe de lumière à son extrémité,
il peut s'accrocher à de nombreux
endroits !
Avec [Button 7], ciblez les prises que vous ne
pourriez atteindre autrement, et donnez
un coup sec avec la télécommande Wii
pour les agripper.";
"ムチを取り戻した！
どこかに くっつけられるものがないか
探してみよう";"You got your Whip back!
Look around to see if there's something
in the area you can grab with it.";"Vous avez récupéré votre fouet !
Cherchez s'il n'y a pas quelque part
une prise à laquelle vous accrocher.";
"耐熱イヤリングを手に入れた！
どんな熱気も 平気になれる
女神が残した 三種の神器の1つ";"You got the Fireshield Earrings!
With these, you can stand any heat without
a sweat. This is one of the three sacred
gifts left by the goddess.";"Vous avez obtenu les boucles ignifuges !
C'est une des reliques de la Déesse. Vous
pouvez désormais résister aux chaleurs
extrêmes. ";
"大きな虫とりアミに改造してもらった！
アミの大きさが倍になって
すばしっこい虫でも 捕まえやすい！";"You upgraded to the Big Bug Net!
It's now double its original size, making it
easier to catch even the most nimble bugs!";"Votre filet a été amélioré en grand filet !
Votre filet est maintenant deux fois plus
grand. Même les insectes les plus agiles
auront peine à vous échapper !";
"フィロホッパーを [Number]匹 捕まえた！
10年に一度 大発生する時は
あたりの植物を 食べつくしてしまうらしい";"You caught [Number] Faron Grasshopper!
It's said that these bugs reproduce in
massive numbers once every 10 years,
eating every plant in sight.";"Vous avez attrapé [Number] criquet de Firone !
On observe une invasion de ces insectes
une fois tous les dix ans. Ils détruisent
toute la végétation sur leur passage.";
"フィロホッパーを [Number]匹 手に入れた！
10年に一度 大発生する時は
あたりの植物を 食べつくしてしまうらしい";"You got [Number] Faron Grasshopper!
It's said that these bugs reproduce in
massive numbers once every 10 years,
eating every plant in sight.";"Vous avez obtenu [Number] criquet de Firone !
On observe une invasion de ces insectes
une fois tous les dix ans. Ils détruisent
toute la végétation sur leur passage.";
"フィラクレスカブトを [Number]匹 捕まえた！
硬いボディは 磨くと強度を増すらしい
虫の中でも No.1の力強さを持つ";"You caught [Number] Woodland Rhino Beetle!
Collectors often polish the hard carapaces
of these beetles to make them tougher.
It's the strongest of all the insects.";"Vous avez attrapé [Number] dynaste de Firone !
On dit que lustrer sa carapace la rend plus
résistante. Il s'agit du plus robuste de tous
les insectes.";
"フィラクレスカブトを [Number]匹 手に入れた！
硬いボディは 磨くと強度を増すらしい
虫の中でも No.1の力強さを持つ";"You got [Number] Woodland Rhino Beetle!
Collectors often polish the hard carapaces
of these beetles to make them tougher.
It's the strongest of all the insects.";"Vous avez obtenu [Number] dynaste de Firone !
On dit que lustrer sa carapace la rend plus
résistante. Il s'agit du plus robuste de tous
les insectes.";
"デクスズメバチを [Number]匹 捕まえた！
毒に熱を加えると クスリになるらしい
群れに襲われないよう 注意しよう";"You caught [Number] Deku Hornet! The venom
of these insects can be heated to infuse a
potent medicine. Just be careful not to get
attacked by an angry swarm!";"Vous avez attrapé [Number] guêpe Mojo !
On raconte que son venin a des vertus
médicinales une fois bouilli. Ne vous
laissez pas prendre dans un essaim !";
"デクスズメバチを [Number]匹 手に入れた！
毒に熱を加えると クスリになるらしい
群れに襲われないよう 注意しよう";"You got [Number] Deku Hornet! The venom
of these insects can be heated to infuse a
potent medicine. Just be careful not to get
attacked by an angry swarm!";"Vous avez obtenu [Number] guêpe Mojo !
On raconte que son venin a des vertus
médicinales une fois bouilli. Ne vous
laissez pas prendre dans un essaim !";
"ソラジマカマキリを [Number]匹 捕まえた！
するどいカマで 獲物を捕まえる
空では メジャーな虫だ";"You caught [Number] Skyloft Mantis!
These bugs catch prey with their sharp
jaws. They are often seen up above the
clouds.";"Vous avez attrapé [Number] mante céleste !
Elle capture ses proies à l'aide de ses pattes
ravisseuses acérées. Cette espèce est très
commune dans cette contrée.";
"ソラジマカマキリを [Number]匹 手に入れた！
するどいカマで 獲物を捕まえる
空では メジャーな虫だ";"You got [Number] Skyloft Mantis!
These bugs catch prey with their sharp
jaws. They are often seen up above the
clouds.";"Vous avez obtenu [Number] mante céleste !
Elle capture ses proies à l'aide de ses pattes
ravisseuses acérées. Cette espèce est très
commune dans cette contrée.";
"マグテントウを [Number]匹 捕まえた！
鉱石をエサにして 赤い色になるらしい
ほとんどじっとして動かない";"You caught [Number] Volcanic  Ladybug! They
say these bugs get their deep-red hue from
the ore they eat. They are slow moving
and tend to stay in one place.";"Vous avez attrapé [Number] pyroccinelle !
On dit que sa couleur rouge vient du
minerai qu'elle mange. Elle est plutôt
tranquille et reste souvent immobile.";
"マグテントウを [Number]匹 手に入れた！
鉱石をエサにして 赤い色になるらしい
ほとんどじっとして動かない";"You got [Number] Volcanic  Ladybug! They
say these bugs get their deep-red hue from
the ore they eat. They are slow moving
and tend to stay in one place.";"Vous avez obtenu [Number] pyroccinelle !
On dit que sa couleur rouge vient du
minerai qu'elle mange. Elle est plutôt
tranquille et reste souvent immobile.";
"ホーリーアゲハを [Number]匹 捕まえた！
どこの地方でもいる 一般的な虫
まれに 奇妙な場所で飛んでいる時がある";"You caught [Number] Blessed Butterfly! These
insects are commonly found in every
province. In rare cases, you can find
them flying in strange locations.";"Vous avez attrapé [Number] papillon azur !
Ce lépidoptère est présent à peu près
partout. Il arrive même parfois qu'on
le rencontre dans des lieux insolites.";
"ホーリーアゲハを [Number]匹 手に入れた！
どこの地方でもいる 一般的な虫
まれに 奇妙な場所で飛んでいる時がある";"You got [Number] Blessed Butterfly! These
insects are commonly found in every
province. In rare cases, you can find
them flying in strange locations.";"Vous avez obtenu [Number] papillon azur !
Ce lépidoptère est présent à peu près
partout. Il arrive même parfois qu'on
le rencontre dans des lieux insolites.";
"ラネールアントを [Number]匹 捕まえた！
巣の奥に 水源があるらしい
熱い砂漠の中でも 生き抜ける虫";"You caught [Number] Lanayru Ant! It's said
these ants store water deep in their nests,
allowing them to thrive even in the intense
heat of the open desert.";"Vous avez attrapé [Number] fourmi de Lanelle !
On dit que ce spécimen capable de survivre
dans les déserts les plus arides bâtit
sa fourmilière sur une source d'eau.";
"ラネールアントを [Number]匹 手に入れた！
巣の奥に 水源があるらしい
熱い砂漠の中でも 生き抜ける虫";"You got [Number] Lanayru Ant! It's said
these ants store water deep in their nests,
allowing them to thrive even in the intense
heat of the open desert.";"Vous avez obtenu [Number] fourmi de Lanelle !
On dit que ce spécimen capable de survivre
dans les déserts les plus arides bâtit
sa fourmilière sur une source d'eau.";
"スナスナボウシを [Number]匹 捕まえた！
10年以上も 地中に幼虫でいるらしい
もっとも 捕まえるのが難しい！";"You caught [Number] Sand Cicada! The larvae of
these bugs stay underground for 10 years
or longer. No bug is harder to catch!";"Vous avez attrapé [Number] cigale des sables !
Cet insecte demeure caché sous la terre
à l'état larvaire pendant plus de dix ans.
Sa capture demande de la patience !";
"スナスナボウシを [Number]匹 手に入れた！
10年以上も 地中に幼虫でいるらしい
もっとも 捕まえるのが難しい！";"You got [Number] Sand Cicada! The larvae of
these bugs stay underground for 10 years
or longer. No bug is harder to catch!";"Vous avez obtenu [Number] cigale des sables !
Cet insecte demeure caché sous la terre
à l'état larvaire pendant plus de dix ans.
Sa capture demande de la patience !";
"ゲルドオニヤンマを [Number]匹 捕まえた！
その複眼は ルピーよりもキレイで
ハネは透きとおって ガラスのようだ！";"You caught [Number] Gerudo Dragonfly!
These stunning insects have compound eyes
more beautiful than Rupees and wings as
transparent as glass!";"Vous avez attrapé [Number] libellule Gerudo !
Ses yeux à facettes ont l'éclat du saphir
et ses ailes la délicatesse du cristal !";
"ゲルドオニヤンマを [Number]匹 手に入れた！
その複眼は ルピーよりもキレイで
ハネは透きとおって ガラスのようだ！";"You got [Number] Gerudo Dragonfly!
These stunning insects have compound eyes
more beautiful than Rupees and wings as
transparent as glass!";"Vous avez obtenu [Number] libellule Gerudo !
Ses yeux à facettes ont l'éclat du saphir
et ses ailes la délicatesse du cristal !";
"マルコロガシを [Number]匹 捕まえた！
小さな体で 大きな何か？ を まるめて
巣に持ち帰る よく見ると 愛嬌がある";"You caught [Number] Eldin Roller! These small-
bodied bugs roll a big ball of...something.
The way they busily roll stuff back to their
nest is quite adorable.";"Vous avez attrapé [Number] bousier d'Ordinn !
Ce minuscule insecte pousse une boule
de... quelque chose jusqu'à son nid.
N'est‐il pas adorable ?";
"マルコロガシを [Number]匹 手に入れた！
小さな体で 大きな何か？ を まるめて
巣に持ち帰る よく見ると 愛嬌がある";"You got [Number] Eldin Roller! These small-
bodied bugs roll a big ball of...something.
The way they busily roll stuff back to their
nest is quite adorable.";"Vous avez obtenu [Number] bousier d'Ordinn !
Ce minuscule insecte pousse une boule
de... quelque chose jusqu'à son nid.
N'est‐il pas adorable ?";
"ロフトクワガタを [Number]匹 捕まえた！
スカイロフトの子供たちには 大人気！
はさみに挟まれると かなりイタイ！";"You caught [Number] Sky Stag Beetle!
These bugs are really popular with the
children of Skyloft. Their pincers pack a
lot of crunch, so watch your fingers!";"Vous avez attrapé [Number] lucane du bourg !
Voici un insecte très populaire parmi les
enfants de Célesbourg. Mais attention aux
doigts, ça pince !";
"ロフトクワガタを [Number]匹 手に入れた！
スカイロフトの子供たちには 大人気！
はさみに挟まれると かなりイタイ！";"You got [Number] Sky Stag Beetle!
These bugs are really popular with the
children of Skyloft. Their pincers pack a
lot of crunch, so watch your fingers!";"Vous avez obtenu [Number] lucane du bourg !
Voici un insecte très populaire parmi les
enfants de Célesbourg. Mais attention aux
doigts, ça pince !";
"ソラホタルを [Number]匹 捕まえた！
空に生息する中でも かなり珍しい
暗いところでしか 見かけることができない";"You caught [Number] Starry Firefly! These
insects are among the rarest in the skies
and can only be found in dark places.";"Vous avez attrapé [Number] lucielle !
Voici le plus rare des petits habitants
du ciel. Il se tapit habituellement dans
l'obscurité.";
"ソラホタルを [Number]匹 手に入れた！
空に生息する中でも かなり珍しい
暗いところでしか 見かけることができない";"You got [Number] Starry Firefly! These
insects are among the rarest in the skies
and can only be found in dark places.";"Vous avez obtenu [Number] lucielle !
Voici le plus rare des petits habitants
du ciel. Il se tapit habituellement dans
l'obscurité.";
"空きビンを手に入れた！
中にいろいろ 入れておくことができる";"You got an Empty Bottle! You can fill it
with all sorts of useful things.";"Vous avez obtenu un flacon vide !
Vous pouvez le remplir de différentes
choses.";
"ラスの手紙を受け取った！
ラスが書いた 心のこもった 手紙？

くれぐれも 紙として
使用しないように注意しよう！";"You received Cawlin's Letter!
Can you believe this letter might actually
contain heartfelt words from Cawlin?

Take extra care that you don't end
up using it as scrap paper!";"Vous avez accepté de vous charger de
la lettre d'Orbo ! Qui sait si son contenu
est réellement sincère...

Gardez‐vous néanmoins de vous en servir
comme papier‐toilette, ce serait grossier
de votre part !";
"テリーの虫かごを手に入れた！
テリーが大事にしていた虫が入っている！
早くテリーに届けてあげよう！";"You got Beedle's Insect Cage!
It contains Beedle's beloved insect pal.
Hurry back to Beedle with it!";"Vous avez obtenu la cage à insecte !
L'insecte bien‐aimé de Terry se trouve
à l'intérieur ! Hâtez‐vous de le lui
rapporter !";
"ガラガラを手に入れた！
赤ちゃんが使う いわゆる おもちゃだ！
誰かの落とし物だろうか？";"You got a Rattle!
It's a baby's toy. Perhaps somebody
dropped it?";"Vous avez trouvé un hochet !
Voilà le genre de jouet qui ferait
le bonheur d'un jeune enfant...
Quelqu'un a dû le laisser tomber.";
"ハチの子を手に入れた！
ハチの巣から出てきた 貴重な
タンパク源 何かの材料に使えそう";"You got Hornet Larvae! They're a precious
source of protein that comes from a Deku
Hornet's hive. This material might be good
for making something.";"Vous avez obtenu des larves de guêpes !
Ces larves fraîchement extraites du nid
peuvent certainement être utilisées comme
ingrédient. Elles sont pleines de protéines.";
"小鳥の羽根を[Number]枚手に入れた！
スカイロフトでは見かけない 小鳥の羽根で
貴重なものとして 何かの役に立つかも";"You got [Number] Bird Feather! These highly
prized feathers come from birds foreign to
Skyloft and can serve as a useful material.";"Vous avez obtenu [Number] plume d'oiseau !
Ces délicates petites plumes sont très
prisées à Célesbourg. Peut‐être leur
trouverez‐vous une utilité.";
"タンブル・ウィードを手に入れた！
回転草ともいう この草は
硬く乾燥していて 何かの役に立つかも";"You got a Tumbleweed!
This dried mass of plant material could
come in handy. Might as well take it
with you.";"Vous avez obtenu un virevoltant !
Peut‐être trouverez‐vous une utilité
à cette boule d'herbe séchée.";
"トカゲのシッポを手に入れた！
鉄球付きの大きなトカゲの尻尾
気持ち悪いけど 何かの役に立つかも";"You got a Lizard Tail! It's the tail of a
large lizard with a spiked ball on the end.
Sure, it's a little gross, but you never know
when you might need one.";"Vous avez obtenu une queue de lézard !
L'extrémité de cet appendice est équipée
d'une dangereuse boule à pointes. Un objet
répugnant, mais qui peut servir...";
"オルディン鉱石を手に入れた！
とても 硬くて頑丈な キラキラ光る石
色々な用途に使える優れもの！";"You got some Eldin Ore!
This hard concretion sparkles brightly. 
It also has lots of different uses.";"Vous avez obtenu du minerai d'Ordinn !
Cette pierre extrêmement dure scintille
joliment. Ses emplois sont multiples.";
"古代の花を手に入れた！
太古の昔に咲いていたと伝えられる
キレイな花で 暗闇だと光るらしい";"You got an Ancient Flower!
Legends say this beautiful flower
flourished in the ancient past.
Supposedly it glows in the dark...";"Vous avez obtenu une fleur ancienne !
On dit qu'elle fleurissait bien longtemps
avant notre ère. Délicate et mystérieuse,
elle brille dans l'obscurité.";
"コハクの勾玉を手に入れた！
どこにでも落ちている 琥珀色の石飾り
なぜ この形になったのかは 誰も知らない";"You got an Amber Relic! These amber-
colored chunks of precious stone are
found everywhere. No one knows where
their strange shape comes from.";"Vous avez obtenu une perle d'ambre !
On trouve cette gemme d'un jaune profond
un peu partout. Nul ne sait à quoi elle doit
sa forme si particulière.";
"ヤミの勾玉を手に入れた！
コハクの勾玉に似て非なるもの
限られた場所でないと 見つけられない";"You got a Dusk Relic! This item is similar
in appearance to an Amber Relic, yet very
different. It can only be found in certain
places.";"Vous avez obtenu une perle d'ombre !
D'apparence similaire à la perle d'ambre,
elle est pourtant très différente. On ne la
trouve qu'en des lieux spécifiques.";
"ぷよぷよした塊を手に入れた！
見た目は良くないけど 材料として
何にでも使える 優れもの！";"You got a Jelly Blob!
It may look like a boring wad of gunk,
but it's used to make all sorts of things!";"Vous avez obtenu une gélatibulle !
Cet objet n'est pas particulièrement
agréable à regarder, mais ses propriétés
uniques en font un matériau précieux.";
"マモノのツメを手に入れた！
魔物が落としていった するどい
ツメのようなもの とても痛そうだ";"You got a Monster Claw! 
This extremely sharp claw looks painful to
even touch!";"Vous avez obtenu une griffe de monstre !
Cette griffe acérée a l'air tranchante
comme un rasoir... Le monstre dont elle
provient doit faire peur à voir.";
