Japanese;English;French;
"なんだよ勇者君じゃないか
ビックリさせないでくれよ
怪傑ロールナイト様は
俺のあこがれの存在なんだ
でも 勘違いとはいえ
あこがれの人にあえて 嬉しかったよ";"You're that little hero, sonny.
Phew, don't get me wound up like
that! He's my idol, you know?
I had a blissful couple of seconds
though, so thanks for that.";"Ah, c'est vous, super héros. Ne me
faites pas peur comme ça, mon gars !
C'est mon idole, ce type.
Enfin... Grâce à vous, j'ai tout de
même passé quelques secondes
en compagnie de mon idole !";
"　　　　　　あっ あなた様は!";"
         You, you must be...!";"
　　　 Vous... Vous êtes... !";
"　　　　　　　　　　!!!";"
                          !!!";"
　　　　　　　　　 !!!";
"怪傑ロールナイト様が本当に実在していたら
きっとこんな感じなんだろうなぁ…
…おっとごめんよ
そうそう 俺に用があったんだよな
えっと…";"I suppose that's what he would have
looked like...if he really existed.

Oh, sorry.
What was it you needed?";"J'imagine que s'il existait en vrai,
c'est à ça qu'il ressemblerait...

Oh, pardon, j'étais distrait.
Alors, qu'est-ce que je
peux faire pour vous ?";
"ん?
なんだい?";"Hm?
What is it?";"Mmh ?
C'est pour quoi ?";
"でも感動の時間はもう終わりだ
さあ　気を取り直して…";"Right, enough messing about.
Where were we?";"Bon, assez d'émotions.
Où en étions-nous ?";
"それにしても
今日はもう宝箱は開けたじゃないか?
何度来ても宝箱をあけられるのは
1日1回だけだよ";"Anyhoo, you've already opened
a chest today, so I'm afraid there's
nothing here for you. Try tomorrow!
... What, you think just because you
look like my hero, my rules don't apply
to you? Dream on, sonny!";"Quoi qu'il en soit, vous avez déjà
ouvert un coffre aujourd'hui, alors il
faudra revenir demain, j'en ai peur.
Et ne vous attendez pas à ce que je
modifie les règles pour vous parce que
vous êtes habillé comme une star...";
"あっ 怪傑ロールナイト様!

…
…
って また騙されるところだったよ…
勇者君だろ?
さあ お遊びは終わりだよ
ではでは 気を取り直しまして…";"Hey, the Dapper Spinner!


...
There's no way you're fooling me
twice, sonny.
I know exactly who you are.
Enough mucking around!
Where were we?";"Le Mousquetourne !


...
On ne me la fait pas deux fois
mon petit gars.
Je sais exactement qui vous êtes.
Bon, fini de rigoler.
Où en étions-nous ?";
"あっ 怪傑ロールナイト様!

…
…
って また騙されるところだったよ…
勇者君だろ?";"Hey, the Dapper Spinner!


... Yeah, right. You're that hero kid
again, ain't you? Nice try, sonny.";"Oh, le Mousquetourne !


... Ah, j'y suis. C'est vous, le
héros haut comme trois pommes,
pas vrai ? Bien essayé...";
"はいよっ
チェンジ終了!
今は1つも持っていないみたいだけど
今度のアタリは気に入ったかい?";"Here you go!


You don't seem to have any of these
right now. Do you like it?";"Et voilà !


On dirait que vous n'en
avez pas encore.
Vous êtes satisfait ?";
"はいよっ
チェンジ終了!
もう[Number of Number]持ってるみたいだけど
今回のアタリは気に入ったかい?";"Here you go!


You already seem to have [Number]
of them. Do you like it?";"Et voilà !


On dirait que vous en
avez déjà [Number].
Vous êtes satisfait ?";
"おや?
おやおやおやおや??
天をあおぐ とんがり耳に
一糸乱れぬ 九一分け
そして 男性のシンボルともいえる
立派なモミアゲ…
アナタのその姿…
なんだかトーテム勇者様のようですな";"Oh? My!
Oh my, oh my, oh my, oh my!

Ears fit to pierce the heavens!
An impeccable side-parting!

And the universal symbol of heroism,
those magnificent sideburns...

I say my boy, you look like the
spitting image of a Totem Hero!";"Oufti !
Oufti, oufti, oufti !

Des oreilles prêtes à transpercer les
cieux... Une superbe raie sur le côté...

Pour couronner le tout, une paire de
rouflaquettes du plus bel effet...

Mon ami, si je peux me permettre,
vous avez tout d'un héros totem.";
"トーテム勇者って?";"Totem what now?";"Un héros quoi ?";
"そう?";"Uh... Thank you...?";"Vraiment ?";
"おや?
おやおやおやおや??
天をあおぐ とんがり耳に
一糸乱れぬ 九一分け
そして 男性のシンボルともいえる
立派なモミアゲ…
アナタのその姿…
なんだかトーテム勇者様のようですな";"Oh? My!
Oh my, oh my, oh my, oh my!

Ears fit to pierce the heavens!
An impeccable side-parting!

And the universal symbol of heroism,
those magnificent sideburns...

I say my boy, you look like the
spitting image of a Totem Hero!";"Oufti !
Oufti, oufti, oufti !

Des oreilles prêtes à transpercer les
cieux... Une superbe raie sur le côté...

Pour couronner le tout, une paire de
rouflaquettes du plus bel effet...

Mon ami, si je peux me permettre,
vous avez tout d'un héros totem.";
"…して
このビアードに 何かご用ですかな?";"... So now. Have you some business
with this humble beard?";"... Bien. Et de quoi voulez-vous que
cette touffue barbe vous parle ?";
"トーテム勇者って?";"Totem Heroes?";"Des héros totem !";
"街のこと";"About this town";"De la ville !";
"マダムテーラーって?";"Madame Couture?";"De Madame !";
"用はない";"Never mind";"De rien...";
"さぁ 今こそ 像の近くでを押し 祈るのです
そして流れに身を任せるのですぞ!";"Now, it's time to press  by the
statue and give thanks! Raise your
hands and go with the flow!";"Allons, il est temps d'appuyer sur 
à côté de la statue et de rendre grâce.
Laissez-vous emporter par la vogue !";
"して勇者風のアナタ
このビアードに何かご用ですかな?";"So now. Does your heroish self have
business with this humble beard?";"Dites-moi tout, héroïque ami.
De quoi voulez-vous que cette
touffue barbe vous parle ?";
"トーテム勇者像";"Totem Hero statue";"De la statue !";
"街のこと";"About this town";"De la ville !";
"ここだけの話";"Tell me a secret!";"De choses secrètes !";
"用はない";"Never mind";"De rien...";
"ぐぬぬ… さびしいですな
また話しかけてもらえたら 嬉しいですぞ!";"Intimidated by the beard? It's only
natural, I suppose. But you can talk
to me whenever you like!";"Est-ce la barbe qui vous intimide ?
Rien que de très naturel. N'hésitez
pas à revenir me voir plus tard !";
"おお それよりもですな";"But more importantly!";"Mais il y a plus important !";
"おや?
おやおやおやおや??
やはり?
やはりやはりやはり??
先ほどから思っておりましたが
アナタ…
天をあおぐ とんがり耳に
一糸乱れぬ 九一分け
そして 男性のシンボルともいえる
立派なモミアゲ…
アナタのその姿…
なんだかトーテム勇者様のようですな";"Oh? My!
Oh my, oh my, oh my, oh my!

Could it? Be?
Could it, could it, could it be?

I knew my eyes weren't deceiving me!
Ears fit to pierce the heavens!
An impeccable side-parting!
And the universal symbol of heroism,
those magnificent sideburns...

I say my boy, you look like the
spitting image of a Totem Hero!";"Oufti !
Oufti, oufti, oufti !

Se pourrait-il que...
Se pourrait-il que cela soit possible ?

J'ai bien vu, et vu du bon œil !
Ces oreilles prêtes à transpercer les
cieux, cette superbe raie sur le côté...
Pour couronner le tout, cette paire de
rouflaquettes du plus bel effet...

Mon ami, si je peux me permettre,
vous avez tout d'un héros totem.";
"いやはや こんなにもソックリとは…
不思議なこともあるもんですなぁ
これも何かのご縁! 困ったことがあれば
このビアードを頼っていただいてもいいですぞ!
さあ いつでも どこからでも
それがしに話しかけてくだされぃ!";"My oh my oh my! You and him are
like two peas in a pod! It's uncanny!

It must be some sort of omen!
Please, if anything troubles you, let
this humble beard enlighten you!
All you have to do is ask. Ask anytime!";"Mais dites-moi, vous vous ressemblez
comme deux gouttes de lait à la fraise.

Ma foi, voilà qui n'augure que du bon.
Si vous cherchez des renseignements
venez en parler à cette touffue barbe.
Venez lui parler quand vous
voulez, par où vous voulez.
Elle ne bouge pas d'un poil.";
"天をあおぐ とんがり耳に
一糸乱れぬ 九一分け
そして 男性のシンボルともいえる
立派なモミアゲ…
まるでトーテム勇者様のようですな";"Ears fit to pierce the heavens!
An impeccable side-parting!

And the universal symbol of heroism,
those magnificent sideburns...

You are the spitting image of a
Totem Hero, my boy!";"Des oreilles prêtes à transpercer les
cieux... Une superbe raie sur le côté...

Pour couronner le tout, une paire de
rouflaquettes du plus bel effet...

Mon ami, si je peux me permettre,
vous avez tout d'un héros totem.";
"しかしアナタ!

先ほどからずーっと
拝見しておりましたが
まだ一度もトーテム勇者像に
手を合わせておられませぬな!
トーテム勇者様は
ドレース王国の守り神!
良きことも悪しきことも
全て受け止め記憶してくれましょうぞ!";"However!


I've been watching you, you know.


I know you haven't given thanks to
the Totem Hero statue yet, not once!

The heroes are protectors of our fair
Hytopia, their statue keeping a record
of all we do, be it good or ill.";"Toutefois, mon jeune ami !


Je vous observe depuis tout à
l'heure et...

Pas une seule fois vous n'avez rendu
grâce à la statue des héros totem !

Les héros totem protègent le royaume
et leur statue conserve la trace de nos
actions, bonnes ou mauvaises.";
"　　　　おやおやおやおや!!!";"
          My, oh, my, oh my!";"
          Oufti, oufti, oufti !";
"先ほどから ずーっと
拝見しておりましたが
アナタ まだ一度もトーテム勇者像に
手を合わせておられませぬな!
トーテム勇者様は
ドレース王国の守り神!
良きことも悪しきことも
全て受け止め記憶してくれましょうぞ!";"I've been watching you, you know.


I know you haven't given thanks to
the Totem Hero statue yet, not once!

The heroes are protectors of our fair
Hytopia, their statue keeping a record
of all we do, be it good or ill.";"Je vous observe depuis tout à
l'heure et...

Pas une seule fois vous n'avez rendu
grâce à la statue des héros totem !

Les héros totem protègent le royaume
et leur statue conserve la trace de nos
actions, bonnes ou mauvaises.";
"どこへ行かれるのですかな?
さあ 一緒に祈りましょうぞ!
我々の過去を!
未来の為に!!";"Where do you think you're going?
Come, let us give thanks together!

Let us learn from the past!
To build a better future!";"Où pensez-vous aller comme ça ?
Venez, rendons grâce ensemble.

Le souvenir du passé nous éclairera
dans notre marche vers l'avenir !";
"魔女はシャレ人を狙うといいますぞ

さすがのそれがしも呪いが怖くて
オシャレ半分というわけですぞ";"They say the witch is going after
fashionable people.

Obviously, I'm afraid! So I've decided
to cut my fashionableness in half.";"On dit que la sorcière en a après
ceux qui se soucient de la mode.

Moi, forcément, je crains le pire ! J'ai
donc coupé mes soucis vestimentaires
en deux. On n'est jamais trop prudent.";
"マダムは大のネコ好きで
ネコ殿を5匹も飼われているそうなのですぞ!
しかし いつ行っても
4匹しかいないのです…
これぞ マダムテーラー七不思議!!

…あと6つは
これから一緒に考えましょうぞ!";"Madame is a big cat person! I've heard
she's keeping five of them. But each
time I go visit, I only see four...
It is a riddle!
Wrapped in a mystery!
Inside an enigma!
... Well. Finding further synonyms
is left as an exercise for the reader.";"Madame adore les chats. Il paraît
même qu'elle en a cinq. Mais je n'en
ai jamais vu plus de quatre chez elle...
Cette histoire de chat manquant est un
des sept mystères de Madame.

Pour ce qui est des six autres,
nous verrons plus tard !";
"なぜだか
ネコ殿が なついてくれませぬぞ!
時には近づくだけで
威嚇される始末…
動物っぽい服でも着ていけば
ネコの気持ちがわかるのでは?…
なんてファンタジーなことまで
考えてしまっている日々なのですぞ!";"I do not understand why, but I cannot
seem to make friends with any cats!

Sometimes I get close to one,
just to have it bolt in fright...

Would dressing as an animal make it
easier to grasp an animal's heart...?

Oh, my poor beard is grasping
at straws. I mustn't give in to this
delusion!";"Je ne sais pas pourquoi, mais les chats
ne sont pas sensibles à mon charme.

Parfois, il suffit que je m'approche
pour provoquer chez eux des crises
de panique terribles.
Peut-être qu'une tenue plus féline
m'aiderait à saisir les vicissitudes
de leur âme de chat ?
Oups ! Pardon ! J'ai laissé ma barbe
se perdre en conjectures farfelues !";
"セミの抜け殻が大量についている木を
見つけましたぞ!
今日はきっと
良きことが沢山ありますぞ!";"I found a tree covered with
cast-off cicada shells!
Today is bound to be a good day!";"J'ai trouvé un arbre couvert
de mues de cigales !
La journée s'annonce fort bonne !";
"お城にいる教育係殿は
若かりし時はライター志望で
ペン一本で色々な世界を
描くのが夢だったそうですぞ!
今でも日々 目にしたことを
書き記しているとか…
夢は叶えるよりも 追いかけるぐらいの方が
幸せなのかもしれませんな";"I have it on good authority that the
castle tutor once dreamed of
becoming a writer!
To paint stunning vistas of faraway
worlds with but a few strokes of the
pen - that was the dream!
The tutor saw many things, and is
to this day writing them all down...

Perhaps the key to happiness lies
not in achieving your dreams, but
in pursuing them.";"Vous avez déjà rencontré le tuteur
du château ? Il paraît que dans sa
jeunesse, il rêvait de devenir écrivain.
D'une plume et d'une seule, dépeindre
toutes sortes de mondes, telle était
son ambition.
Maintenant encore, il couche sur
papier tous ses souvenirs...

Finalement, plutôt que de réaliser ses
rêves, peut-être vaut-il mieux ne
jamais s'arrêter de les poursuivre...";
"     　　ビッグニュースですぞ!";"
                 Great news!";"
            Bonne nouvelle !";
"ついに我がドレース王国にも
話題の あのお店がオープンしましたぞ!!";"The shops that everyone talks about
are now open in our lovely Kingdom
of Hytopia, too!";"Ça y est, les enseignes dont tout le
monde parle ont ouvert boutique
dans le royaume d'Estoffe !";
"おや?
おやおやおやおや??";"Oh? My!
Oh my, oh my, oh my, oh my!";"Oufti !
Oufti, oufti, oufti !";
"トーテム勇者様は ドレース王国で
語り継がれている 伝説の勇者様達
王国に災いふりかかる時
3人の勇者様が この国を救う…と
この像は その勇者様達が
くんずほぐれつ協力している姿を表した
ある意味 愛のモニュメントなのですぞ!

しかもこの像にお祈りし
良きこと悪しきこと 全てをご報告することで
いざという時に 皆を守って下さる
という言い伝えもあるのですぞ!
それを我々は セーブとよび
日々 祈りをささげているのですぞ!";"The Totem Heroes are the subject of
a legend that has been passed down
through the ages in our land.
When danger looms over the
Kingdom of Hytopia, the three heroes
will appear, and save it... So it goes.
This statue here depicts them in the
midst of their struggle, showing them
working together to a common end.
It is very nearly a monument to love!


We traditionally stop by the statue
each day to tell it about our deeds,
good and ill...
...and give thanks to the heroes, in
the hope that they will remember and
protect us at all times.
We call it saving. Make sure to do it
as often as you can!";"Les héros totem sont l'objet d'une
légende qui se transmet de génération
en génération dans le pays.
Ils seraient apparus aux heures les
plus sombres de notre histoire,
apportant salut et lumière au royaume.
Cette statue les représente en pleine
lutte, unis dans l'adversité, concentrés
sur leur entreprise salvatrice.
Il s'agit, en quelque sorte, et de
toute évidence, cela va sans dire,
d'un monument d'amour !
Les gens d'ici s'arrêtent à son pied
pour rendre grâce et confier leurs
actions, bonnes ou mauvaises.
Tous espèrent que les héros seront là
pour veiller sur le royaume aux heures
obscures.
On appelle cela sauvegarder.
Pliez-vous à la coutume, vous verrez,
c'est réconfortant !";
"ハイカラな服でありますな
しかし… それがしはもっとこう…
半分な方がそそられますな…";"That's certainly a smart set of
clothes, my boy... This humble beard,
however, it prefers... How shall I say...
It finds half-measures and contrasts
positively irresistible.

Well, to each their own, eh?";"Oui, oui. Cette tenue dispense,
j'en conviens aisément, un
charme certain.
Toutefois, en ce qui me concerne,
c'est dans la demi-mesure que je
trouve la plus parfaite des plénitudes.
Mais chacun vogue comme
il l'entend !";
"おや?
おやおや やはりソコが気になりますかな
トーテム勇者様は ドレース王国で
語り継がれている 伝説の勇者様達
ドレース王国に災いふりかかる時
3人の勇者様が この国を救う…と
この像は その勇者様達が
くんずほぐれつ協力している姿を表した
ある意味 愛のモニュメントなのですぞっ!

ふむ… それにしても
見れば見るほど 勇者様に似ていますなぁ";"The Totem Heroes are the subject of
a legend that has been passed down
through the ages in our land.
When danger looms over the
Kingdom of Hytopia, the three heroes
will appear, and save it... So it goes.
This statue here depicts them in the
midst of their struggle, showing them
working together to a common end.
It is very nearly a monument to love!


Hm. The more I look at you, the more
I think you resemble them... ";"Les héros totem sont l'objet d'une
légende qui se transmet de génération
en génération dans le pays.
Ils seraient apparus aux heures les
plus sombres de notre histoire,
apportant salut et lumière au royaume.
Cette statue les représente en pleine
lutte, unis dans l'adversité, concentrés
sur leur entreprise salvatrice.
Il s'agit, en quelque sorte, et de
toute évidence, cela va sans dire,
d'un monument d'amour !
Hm... Décidément, plus je vous
regarde, plus je trouve que vous
leur ressemblez...";
"魔女はシャレ人を狙うといいますぞ!

アナタは… ふむぅ…
大丈夫のようですな
さすがのそれがしも 呪いが怖くて
オシャレ半分 というわけですぞ!";"They say the witch is going after
fashionable people! You... Hm...
I think you should be okay.
But obviously, I'm afraid! So I have
decided to cut my fashionableness
in half.";"On dit que la sorcière en a après ceux
qui se soucient de la mode ! Vous...
Hm... Vous n'avez pas à vous en faire.
Moi, forcément, je crains le pire ! J'ai
donc coupé mes soucis vestimentaires
en deux. On n'est jamais trop prudent.";
"して勇者風のアナタ
このビアードに 何かご用ですかな?";"So now. Does your heroish self have
business with this humble beard?";"Dites-moi tout, héroïque ami.
De quoi voulez-vous que cette
touffue barbe vous parle ?";
"トーテム勇者って?";"Totem Heroes?";"Des héros totem !";
"街のこと";"About this town";"De la ville !";
"マダムテーラーって?";"Madame Couture?";"De Madame !";
"用はない";"Never mind";"De rien...";
"我が国の姫君 フリル姫は
誰よりも 美しくオシャレな存在でありましたが
魔境に住む魔女の呪いにかかってしまい
あんなお姿に…
それ以来 街人も呪いを恐れ
オシャレをガマンする日々を送っているのです
それがしも オシャレ半分で
ガマンの日々なのですぞ!";"The princess of our kingdom, Styla,
used to be the fairest, most stylish
creature in all the land.
But the witch from the Drablands
cursed her, and now she's...
Oh, I cannot even think about it.
Ever since then, all the townspeople
live in fear of the curse, and try to
refrain from being too fashionable.
I am also exercising restraint!
That is why I am only half as stylish
as I could be otherwise!";"La princesse Mousseline, fille unique
de notre bon roi, était la plus élégante,
la plus charmante créature du pays.
Mais la sorcière des contrées maudites
l'a ensorcelée. Maintenant, elle est...
Oh, je préfère ne pas y penser...
Depuis lors, les habitants du royaume,
par crainte du sortilège, s'efforcent de
ne faire montre d'aucune élégance... 
Je fais moi-même preuve de retenue...
Habituellement, je suis beaucoup plus
chic. Deux fois plus, pour être exact.";
"おや? おやおやおやおや?
まだお若いのに マダム目当てですかな?
マダムのお店ならあちらですぞ!";"Oh? My oh my oh my!
You are so young! And yet you
seek Madame?
Well then. Her shop is over there!";"Oufti ! Oufti, oufti !
Si jeune, et déjà intéressé par le
génie vestimentaire de Madame ?
Ma foi. Sa boutique est juste là !";
"マダムテーラーは王室も御用達の一流店
実はそれがしの服も マダム製なのですぞ!";"Madame Couture's shop is second
to none! She is even outfitter to the
royal family!
And of course, my clothes are similarly
Madame-made.";"Madame la couturière, la fine fleur de
la crème du gratin des ateliers de
couture.
Toute la famille royale s'y habille !


Cela va sans dire... mes vêtements
aussi sont made in Madame. Enfin,
ce qu'il en reste, en tout cas.";
"呪いが怖くて　オシャレも半分
しかし ちっとも寒くないですぞ!";"I just feared the curse, so I had to
tone it down. But don't worry, I'm
not cold at all!";"Par crainte du sortilège, j'ai décidé de
n'être élégant qu'à moitié. Mais non,
je n'ai pas du tout froid !";
"伝説のとおり 勇者様がきっと
現れると信じているのですぞ!";"I trust in the legend! I just know that
the heroes will appear and save us!";"Comme dans la légende, des héros
vont apparaître et nous sauver.
J'en suis sûr !";
"毎日たからばこ屋は この国一番の
アミューズメントスポットなることでしょうぞ";"Daily Riches is the number one
entertainment spot in the kingdom!";"Le Magotidien est le principal lieu
de divertissement du royaume !";
"ミーバース写真館は 世界中の人々が集う
社交場になることでしょうぞ!";"... While the Miiverse Gallery is set
to become a gathering place for
people from all over the world!";"La galerie Miiverse est un lieu de
socialisation où des gens du monde
entier se retrouvent pour discuter !";
"おや!
おやおやおやおや!
トーテム勇者風の青年よ!
なんだか久しいですな!!
以前よりも勇者風味が
増されたのではないですかな?
いやいや それよりも";"Oh! Oh my!
Oh my, oh my, oh my!

You there, Totem Hero-lookalike boy!
Do you feel the weight of history
bearing down on you?
You seem more and more heroic
with each passing minute, wouldn't
you agree?
Oh, well, oh, but more importantly!";"Oufti !
Oufti, oufti, oufti !

Jeune ami aux allures de héros totem !
Cela faisait longtemps !

Vous m'avez l'air plus vaillant, plus
fier, ma foi... plus héroïque qu'avant.
Non ?
Mais trêve de bavardage !";
"これで日々の暮らしが豊かになりますな";"Between all that heroism, and these
two prime locations, I bet you'll be
getting real busy, what!";"Entre votre quête et toutes ces
boutiques à découvrir, vous allez être
un héros bien occupé, pas de doute !";
"先ほどのセレモニーは
とてもご立派でありましたぞ!
姫の笑顔も 街人の笑顔も
すっかり元通りですぞ!!
もう呪いを恐れる日々は終わったのですぞ!
グッバイ 呪い!";"That was a grand old ceremony,
was it not?

The princess was smiling,
the townspeople were smiling...
It was just like old times!
Our days of living in fear of the curse
are now over! Au revoir, curse!";"Oufti, quelle splendide, superbe,
merveilleuse cérémonie !

La princesse et les gens du royaume
rayonnaient ! Moi-même, j'ai fait mon
plus élégant sourire, comme autrefois !
Finie la peur du sortilège ! C'est du
passé tout ça ! Bye bye sortilège !";
"まだ半分だね";"Still half though?";"Et l'autre moitié ?";
"よかったね";"It was nice";"C'était chic !";
"おやおやおやおや!
良いところに 気がつかれましたな!
いやはや 最初は呪いが怖くて
オシャレを半分にしておりましたが
愛着がわいたといいますか…

人の視線が心地よいといいますか…

ともかく これはこれで
アリじゃないかと思いましてな
それがし このファッションで
人生を貫くことにいたしましたのですぞ!";"Oh, my, well, my, um...
Well spotted, my boy!

As I said, at first I was simply afraid of
falling under the curse, so I halved my
fashionableness, but...
I...actually grew to like this style.
It lets me stand out, you know?
I might make this my signature look.
I feel like this crisis really let me
look under the surface of life, and
see what is really important.";"Oufti !
Vous avez remarqué ! Vous avez l'œil,
décidément.
Comme je vous l'ai déjà expliqué, par
crainte du sortilège j'avais décidé de
n'être élégant qu'à moitié. Mais...
La demi-mesure est à ma taille, si
j'ose dire. Ces regards posés sur
moi... J'y ai pris goût.
Finalement... Il n'y a pas plus belle
pelisse que cette seyante peau lisse
que je ne cache plus !";
"あっ!!";"
                 ... Oh!";"
                  ... Oh !";
"           セレモニーと言えば!!";"
   Speaking of the ceremony!";"
   À propos de la cérémonie !";
"先ほどのセレモニーの一部始終は
写真館の主が映像におさめ
姫にプレゼントされたらしいですぞ!

セレモニーを ご覧になりたいのであれば
姫に相談されると よいかもしれませんな!";"I saw the Photo Bro filming the whole
affair. I think he was going to present
the tape to the princess!
If you would like to witness the
ceremony again, you would do well
to speak with the princess, my boy!";"J'ai vu que Vévé filmait les festivités
tout à l'heure. Il me semble bien qu'il
a offert le film à la princesse !
Si vous voulez revoir la cérémonie,
ma foi, adressez-vous à la princesse !";
"それにしても これ以上にないくらい
立派なお祈りでしたぞ!";"Oh, but what wonderful thanks
those were, my boy!";"Vous rendez grâce de la plus agréable
des façons, mon jeune ami !";
"おおっ これ以上ないくらい
ご立派なお祈りでしたぞ!";"O-ho! What splendid thanks!
I have never seen anyone
do better!";"Superbe ! Vous avez rendu grâce
avec... une telle grâce !
C'était merveilleux !";
"さぁ トーテム勇者像に
手を合わせるのですぞ!!
トーテム勇者様は
ドレース王国の守り神!
良きことも悪しきことも
全て受け止め 記憶してくれましょうぞ!";"Well now, put your hands together
for the Totem Hero statue, and
give thanks!
The Totem Heroes are our protectors!
You can entrust to them the memories
of all you do, be it good or ill!";"Bien, maintenant joignez vos mains
sous la statue des héros totem, et
rendez grâce !
Les héros totem protègent le royaume
et leur statue conserve la trace de nos
actions, bonnes ou mauvaises.";
"ねぇ ねぇ しってる?

ココにね 『ろてんしょう』が
くるんだよ!
サッちゃん
いちばんのりなんだー!";"Hey! Hey, didja know?


A stweet mewchant is gonna be comin'
to town! And he's gonna be settin' up
wight hewe!
Teeheehee! Mimi's knows what's up!";"Eh ! Eh ! Tu sais quoi ?


Y aura bientôt un vendeur de rue
en ville ! Il va s'installer juste ici !
Trop la classe, non ?
Hihihi, pour les dernières infos,
tu peux compter sur Mimi !";
"ねぇ ねぇ 『ろてんしょう』ってなに?
ねぇ なに? ねぇ なになに?";"Hey, what's a "stweet mewchant"?
Hey, tell me? Tell me, tell me!";"Eh ! Eh ! Dis, c'est quoi un
« vendeur de rue » ? C'est quoi ?
Dis-moi ! Steuplé ! Allez, dis-le, quoi !";
"あっ ゆうしゃサマ!

サッちゃんね とうとう みつけたんだ
あおいトリさん!
そしたらヒメさまの のろいも
とけたんだよ! スゴイでしょ!!";"A, Mista Hewo!


Mimi finawwy found one!
A bwue biwdie!

And then and then and then...
The princess's cuwse was gone!
Isn't Mimi amazing?";"Oh ! M'sieur héros !


J'en ai trouvé un ! Enfin !
Un oiseau bleu !

Et alors, et alors le... le sortoli...
sortalo... le sortilège de la princesse,
hop, envolé ! Je suis trop forte, hein !";
"ねぇ ねぇ 『のろい』ってなに?
ねぇ なに? ねぇ なになに?";"Hey! Hey, what's a "cuwse"?
Hey, tell me? Tell me, tell me!";"Eh ! Eh ! C'est quoi un sortali...
sortolè... un « sortilège » ?
C'est quoi ? Allez, dis-moi, steuplé !";
"ねぇ ねぇ 『サムシングブルー』ってなに?
ねぇ なに? ねぇ なになに?";"Hey! Hey, what's a "sumfing bwue"?
Hey, tell me? Tell me, tell me!";"Eh ! Eh ! Ça veut dire quoi « fleur
bleue » ? Tu peux me le dire,
steuplé ? Allez ! Dis-le moi, quoi !";
"サッちゃん もう あおいトリさんは
そつぎょう したの
つぎはね サムシングブルーを みにつけて
サッちゃん しあわせになるの";"Now that Mimi's found a bwue biwdie,
Mimi can move on wif hew wife!

Mimi's gonna go find hersewf a
sumfing bwue, and wive happiwy
ever after!";"C'est terminé, je cours plus après les
oiseaux bleus, fini tout ça !

Maintenant je vais trouver une
petite fleur bleue, une qui me rendra
heureuse jusqu'au bout de la vie !";
"ゆうしゃサマは サッちゃんの
サムシングブルーだね";"Mista Hewo! You'll be Mimi's
sumfing bwue, won'tchu?";"M'sieur héros, tu es ma
petite fleur bleue, hein ?";
"…ありがとう
ずっといっしょにいてね!";"... Thank you!
Wet's awways be togevver!";"... Je le savais ! Tu seras
toujours avec moi ! Yahou !";
"あおいトリさんの しゃしんを
みんなにみせると イイことあるんだって!";"Mimi heard that if you show a photo
of a bwue biwdie to evewyone,
good things gonna happen!";"Tu sais quoi ? Il se passera quelque
chose de génial si tu montres la photo
d'un oiseau bleu à tout le monde !";
"サッちゃんしってるよ!
ほーむぼたん をおすんだよ!
ほーむぼたんをおすと いまみているがめんを
ミーバースに とうこうできるんでしょ";"Mimi knows what's up! You gotta
pwess the HOME Button!

Den once you've pwessed it, you go
to Miiverse, and post what's on your
scween! Cwever, no?";"Je sais ! Je sais ce que tu dois faire !
Tu dois appuyer sur le bouton HOME !

Et après avoir appuyé, tu vas sur
Miiverse pour publier ce que tu vois
sur l'écran ! Puisque je te le dis !";
"ねぇ 『ほーむぼたん』ってなに?
ねぇ なに? ねぇ なになに?";"Hey, what's a "HOME Button"?
Hey, tell me? Tell me, tell me!";"Eh ! Eh ! C'est quoi un « bouton
HOME » ? Tu me le dis ?
Tu me le dis, steuplé ? Allez !";
"ねえねえ?
「まきょうめぐり」ってしってる?
おともだちから まわってきたんだ
6かんしかないんだけど ききたい?";"Hey! Hey, d'you know "Diawy fwom
the Dwabwands"? A fwiend lent it to
Mimi!
Mimi's only got numba six, but...
D'you wanna wisten anyways?";"Eh ! Eh ! Tu connais « Périple en
contrées maudites » ? Un copain
d'une copine me l'a prêté !
Je n'ai que le numéro 6, mais...
si tu veux je te le lis ! Dis, tu veux ?";
"読みたい";"Let's read together!";"Je veux !";
"興味ない";"Not interested";"Non, merci...";
"じゃあ サッちゃんが
よんであげるね
　　　　　『まきょうめぐり-6-』

－25どのさむぞらのした
キャンプをしたことがある
あのときも しぬかとおもったが
ここはさらにヤバい
すべてのモノが こおりつき
うごいているモノは マモノだけだ
しかしそんなセカイでボクは
かわいらしい めがみさまとであった
このいてついたセカイで ゆいいつ
こころあたたまった しゅんかんであった";"Okay den, Mimi wiww wead for you!


"Diawy fwom the Dwabwands, Vol. 6"


I had camped under the staws befowe,
in sub-zero tempewatuwes, while the
winds howled wuwwabies...
I had known cowd that made human
eyes fweeze, but this pwace was
mowe tewwible yet.
Every inch of the wandscape was iced
ovew, and evewy wiving cweature
was a monstew.
Oh, but it was in that fwigid
wastewand that I waid eyes on a
beautifuw goddess!
Oh, it was the onwy moment of
wawmth my souw, mind and body
