Japanese;English;French;
"いいな　いいな　
[Tag Ruby  val={00020002307F} ]見せて！　[Tag Ruby  val={00020002307F} ]見せて！";"Splendid! Splendid!
Show me! Show me!";"Chouette ! Youpi !
Montre ! Montre !";
"その[Tag Color  val={0001} ]マップ　[Tag Color  val={FFFF} ][Tag Color  val={0000} ]そのままでは[Tag Ruby  val={000200023088} ]読めないよん[Tag Color  val={FFFF} ]";"Why, you can't read that [Tag Color  val={0001} ]chart[Tag Color  val={FFFF} ][Tag Color  val={0000} ] in its
current state! Impossible, sir![Tag Color  val={FFFF} ]";"Cette [Tag Color  val={0001} ]carte [Tag Color  val={FFFF} ][Tag Color  val={0000} ]ne peut pas se lire comme ça ![Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ][Tag Ruby  val={00040008304B30443069304F} ]解読[Tag Color  val={FFFF} ][Tag Color  val={0000} ]してあげようかなぁ？　[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={000C000C30553093304D308530633071} ]３９８ルピー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]で

はい
いいえ[Tag Color  val={FFFF} ]";"Would you like me to [Tag Color  val={0001} ]decipher[Tag Color  val={FFFF} ][Tag Color  val={0000} ] it for you?
...For [Tag Color  val={FFFF} ][Tag Color  val={0001} ]398 Rupees[Tag Color  val={FFFF} ][Tag Color  val={0000} ]?

Sure
No thanks[Tag Color  val={FFFF} ]";"Veux-tu que je la [Tag Color  val={0001} ]décrypte [Tag Color  val={FFFF} ][Tag Color  val={0000} ]pour toi ?
Je prends [Tag Color  val={FFFF} ][Tag Color  val={0001} ]398 rubis[Tag Color  val={FFFF} ][Tag Color  val={0000} ]. 

Oui
Non[Tag Color  val={FFFF} ]";
"えっ・・・
[Tag Ruby  val={0004000830883046305B3044} ]妖精さん、ひょっとして・・・[Tag Ruby  val={0004000830733093307C3046} ]貧乏？";"Ehhh...
Mr. Fairy... Are you...poor?";"Eh... 
Dis-moi, Lutin, tu ne serais pas fauché,
par hasard ?";
"[Tag Size  val={0096} ]ルピー　た・り・ね・ぇ・ゾ！[Tag Size  val={0064} ]";"[Tag Size  val={0096} ]You don't have enough
Rupees, sir![Tag Size  val={0064} ]";"[Tag Size  val={0096} ]Tu n'as pas assez de ru-bis ![Tag Size  val={0064} ]";
"まっ、まぁ、いいのだ
[Tag Ruby  val={0004000630593066304D} ]素敵な[Tag Ruby  val={00040006307E307B3046} ]魔法で[Tag Ruby  val={00020004307E308F} ]回る、この[Tag Color  val={0001} ]チンクルタワー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]に
また[Tag Ruby  val={000200043042305D} ]遊びに、[Tag Ruby  val={00020002304D} ]来てねぇ～[Tag Color  val={FFFF} ]";"Well... Well, I guess that's fine.
You can just return later to [Tag Color  val={0001} ]Tingle Tower[Tag Color  val={FFFF} ][Tag Color  val={0000} ],
where the wonderful fairy magic keeps the
world spinning and spinning![Tag Color  val={FFFF} ]";"Bah... Pas grave... 
Reviens quand tu veux prendre du
bon temps sur la [Tag Color  val={0001} ]tour de Tingle [Tag Color  val={FFFF} ][Tag Color  val={0000} ]qui
tourne par magie...[Tag Color  val={FFFF} ]";
"チンクル～　チンクル～
クルリンパッ！
[Tag Ruby  val={000200023088} ]読めるようにな～あれ！";"Tingle! Tingle!
Kooloo-limpah!
Become...READABLE!";"Tingle ! Tingle ! 
Kooloolin... Pah !
Voici ta carte... décodée !";
"[Tag Ruby  val={00020004307B304B} ]他の[Tag Color  val={0001} ]マップ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]も、[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={00040008304B30443069304F} ]解読[Tag Color  val={FFFF} ][Tag Color  val={0000} ]しておく？
[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={000C000C30553093304D308530633071} ]３９８ルピー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]なのだ

はい
いいえ[Tag Color  val={FFFF} ]";"Would you like me to [Tag Color  val={0001} ]decipher[Tag Color  val={FFFF} ][Tag Color  val={0000} ] another
[Tag Color  val={FFFF} ][Tag Color  val={0001} ]chart[Tag Color  val={FFFF} ][Tag Color  val={0000} ] for [Tag Color  val={FFFF} ][Tag Color  val={0001} ]398 Rupees[Tag Color  val={FFFF} ][Tag Color  val={0000} ]?

Sure
No thanks[Tag Color  val={FFFF} ]";"As-tu d'autres [Tag Color  val={0001} ]cartes [Tag Color  val={FFFF} ][Tag Color  val={0000} ]à [Tag Color  val={FFFF} ][Tag Color  val={0001} ]décrypter[Tag Color  val={FFFF} ][Tag Color  val={0000} ] ?
C'est [Tag Color  val={FFFF} ][Tag Color  val={0001} ]398 rubis[Tag Color  val={FFFF} ][Tag Color  val={0000} ]...

Oui
Non[Tag Color  val={FFFF} ]";
"ふぅ～　[Tag Ruby  val={0004000830883046305B3044} ]妖精さん！
[Tag Ruby  val={00040006304C30933070} ]頑張って[Tag Color  val={0001} ]お[Tag Ruby  val={00020006305F304B3089} ]宝[Tag Color  val={FFFF} ][Tag Color  val={0000} ]をゲットするのだ！

[Tag Color  val={FFFF} ][Tag Color  val={0001} ]マップ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]に[Tag Ruby  val={000400083072308730463058} ]表示されている　[Tag Ruby  val={00020006305F304B3089} ]宝の[Tag Ruby  val={000400043061305A} ]地図を[Tag Ruby  val={0002000430483089} ]選んで
[Tag Color  val={FFFF} ][Tag Ruby  val={0002000430723089} ]開くと お[Tag Ruby  val={00020006305F304B3089} ]宝の[Tag Ruby  val={00040006307030573087} ]場所が[Tag Ruby  val={000200043072304B} ]光るのだ

そばまで[Tag Ruby  val={000200023044} ]行ったら、[Tag Color  val={0001} ]マップ[Tag Color  val={FFFF} ]を[Tag Ruby  val={00020004305F3088} ]頼りに
お[Tag Ruby  val={00020006305F304B3089} ]宝ゲットするのだぁ～";"Hmmm... Mr. Fairy! You must try
very hard to find [Tag Color  val={0001} ]treasure[Tag Color  val={0000} ]!
[Tag Color  val={0001} ][Tag Color  val={FFFF} ]

When you select and open this chart[Tag Color  val={0000} ]
on the [Tag Color  val={FFFF} ][Tag Color  val={0001} ]Map Screen[Tag Color  val={FFFF} ][Tag Color  val={0000} ], the place where the
treasure is will shine forth!

Then, just go to that place and rely on
your [Tag Color  val={FFFF} ][Tag Color  val={0001} ]chart[Tag Color  val={FFFF} ][Tag Color  val={0000} ] to help you find the treasure![Tag Color  val={FFFF} ]";"Lutin ! J'ai inscrit sur la super carte
où se trouve la Triforce !


Ouvre cette carte depuis l'[Tag Color  val={0001} ]écran
cartes [Tag Color  val={FFFF} ]et tu comprendras où
est enfoui le trésor... 

Suis les indications de la [Tag Color  val={0001} ]carte [Tag Color  val={FFFF} ]et tu
trouveras le trésor.";
"ヨイショ・・・　ヨイショ・・・";"Heave... Ho...";"Oh hisse ! Oh hisse !...";
"なんで、こんなの[Tag Ruby  val={00020004307E308F} ]回してるんだろう
みんな[Tag Ruby  val={00040008305F304430783093} ]大変なのに・・・";"Why must we rotate this thing like this!
This life is so very hard for us all...";"Pourquoi est-ce qu'on tourne comme ça,
toujours ?
Ça ne nous plaît pas du tout, de tourner !";
"それっ　ヨイショ・・・";"Heave-ho...";"Oh... Hisse !!";
"ヨイショ・・・　ヨイショ・・・　
くぅ～　[Tag Ruby  val={00020004304A3082} ]重い！！";"Heave... Ho...
Ugh! This is heavy!";"Oh hisse ! Oh hisse !
Ouh... C'est dur !!";
"[Tag Ruby  val={00020002304F} ]来る[Tag Ruby  val={000200023072} ]日も、[Tag Ruby  val={00020002304F} ]来る[Tag Ruby  val={000200023072} ]日も、
[Tag Ruby  val={00020006306F305F3089} ]働き[Tag Ruby  val={0002000430643065} ]続ける[Tag Color  val={0001} ][Tag Ruby  val={00020006308F305F3057} ]私の[Tag Ruby  val={000400063072307F3064} ]秘密　[Tag Color  val={FFFF} ][Tag Color  val={0000} ][Tag Ruby  val={000200023057} ]知りたいでしょ？

はい
いいえ[Tag Color  val={FFFF} ]";"Day in and day out, I work. You want to
know [Tag Color  val={0001} ]the secret[Tag Color  val={FFFF} ][Tag Color  val={0000} ] of how I ended up here?

Yes
Not really[Tag Color  val={FFFF} ]";"Veux-tu connaître mon [Tag Color  val={0001} ]secret[Tag Color  val={FFFF} ][Tag Color  val={0000} ],
à moi qui tourne, tourne, et tourne encore ?

Oui
Non[Tag Color  val={FFFF} ]";
"こんな[Tag Ruby  val={00040008304B306330533046} ]格好ですから、[Tag Ruby  val={0002000430573093} ]信じては
いただけないでしょうが・・・";"I know you probably have a hard time
believing someone dressed as I am, but...";"Je pense que tu vas avoir du mal
à me croire...";
"[Tag Size  val={0064} ][Tag Ruby  val={00020006308F305F3057} ]私、この[Tag Ruby  val={00020006304A30683053} ]男とは、[Tag Color  val={0001} ][Tag Ruby  val={000200043042304B} ]赤の[Tag Ruby  val={00040006305F306B3093} ]他人[Tag Color  val={FFFF} ][Tag Size  val={0064} ][Tag Color  val={0000} ]なんです！[Tag Color  val={FFFF} ]";"This guy here and I [Tag Color  val={0001} ]are complete and utter
strangers[Tag Color  val={FFFF} ][Tag Color  val={0000} ]! I kid you not![Tag Color  val={FFFF} ]";"En vérité, je ne suis pas du tout
[Tag Color  val={0001} ]de la même famille [Tag Color  val={FFFF} ][Tag Color  val={0000} ]que ceux-là ![Tag Color  val={FFFF} ]";
"[Tag Ruby  val={00020006308F305F3057} ]私、[Tag Ruby  val={000400063075306A306E} ]船乗りだったんです";"Once upon a time, I was a sailor.";"Je suis un marin.";
"いつものように、
[Tag Ruby  val={000200043046307F} ]海をさまよっていたあの[Tag Ruby  val={000200043088308B} ]夜・・・";"One night, as I was floating aimlessly
across the sea as I usually did...";"Et une nuit où je naviguais
comme toutes les autres...";
"そう、あの[Tag Ruby  val={000200043088308B} ]夜です・・・
ひどい[Tag Ruby  val={00020006304230893057} ]嵐でした";"That night... Yes, I remember it vividly.
There was a fierce and terrible storm!";"C'était la nuit, oui... 
Et il y avait beaucoup de vent...";
"[Tag Color  val={0001} ][Tag Ruby  val={00040008305F3064307E304D} ]竜巻[Tag Color  val={FFFF} ][Tag Color  val={0000} ]に[Tag Ruby  val={00020002307E} ]巻き[Tag Ruby  val={000200023053} ]込まれ、
[Tag Ruby  val={000200043075306D} ]船は、グルグルと[Tag Ruby  val={00020004307E308F} ]回りました[Tag Color  val={FFFF} ]";"I was swallowed up by a giant [Tag Color  val={0001} ]twister[Tag Color  val={FFFF} ][Tag Color  val={0000} ],
and my boat was spun round and round![Tag Color  val={FFFF} ]";"Mon bateau a été pris dans une [Tag Color  val={0001} ]tornade[Tag Color  val={FFFF} ][Tag Color  val={0000} ].[Tag Color  val={FFFF} ]";
"　・　・　・　
[Tag Ruby  val={00020004304A307C} ]覚えているのは、そこまでなんです";"...That is the last thing I remember.";"...
C'est tout ce dont je me souviens.";
"[Tag Ruby  val={000200043064304E} ]次に[Tag Ruby  val={00020002304D} ]気がついたら、こんな[Tag Ruby  val={00040008304B306330533046} ]格好ですよ！
[Tag Ruby  val={00020006308F305F3057} ]私が、[Tag Ruby  val={00020004306A306B} ]何をしたっていうんですか！";"When I awoke, I was dressed like this!
And what do you think I was doing?";"Quand je me suis réveillé,
j'étais tel que tu me vois !
Je ne sais pas ce qui m'est arrivé.";
"こんな[Tag Ruby  val={00020006306F306A3057} ]話、あなたにしても、
しかたありませんね・・・";"But I guess telling this story to you won't
do me any good... It sure won't get that
crazy guy in green off my back!";"Mais je ne sais pas pourquoi
je te raconte tout ça... ";
"[Tag Ruby  val={00020002304D} ]聞きたくないなら、しかたありませんね";"I suppose if you don't want to hear my tale,
there is nothing I can do about it.";"Mon histoire n'intéresse personne... ";
"しゃべってる[Tag Ruby  val={00020006304230443060} ]間だけでも
ちょっと[Tag Ruby  val={0002000430843059} ]休めて、[Tag Ruby  val={000200043046308C} ]嬉しいんですけどね・・・";"Just taking time to talk gives me a
little bit of a rest... It's nice...";"Remarque, quand je discute, je peux
m'arrêter un peu de tourner et ça fait
vraiment du bien !";
"あ～ぁ";"Ahhh...";"Oooooh !";
"あぁ、[Tag Ruby  val={00020004304A3082} ]重い！
[Tag Ruby  val={000200043060308C} ]誰か[Tag Ruby  val={00020002304B} ]代わりに、[Tag Ruby  val={00020004307E308F} ]回してくれる[Tag Ruby  val={0002000430723068} ]人いないかなぁ";"Oh! It's so heavy! Isn't there anyone who
can spin this thing for me?!?";"Aaah, c'est dur !
Si seulement quelqu'un pouvait nous
aider à tourner !";
"ここだけの[Tag Ruby  val={00020006306F306A3057} ]話ですけどね・・・";"This is just between you and me...";"Je vais te confier quelque chose...";
"こいつら、もう[Tag Ruby  val={0004000630723068308A} ]一人[Tag Ruby  val={0004000A304D3087304630603044} ]兄弟が、いるんです
そいつが、[Tag Ruby  val={00020002304B} ]代わりに、[Tag Ruby  val={00020004307E308F} ]回してくれればなぁ・・・";"But this guy has another brother. If that
guy could just come spin this thing instead
of me...";"Ces deux-là ont un autre frère !
Si seulement il pouvait tourner à ma place !!!";
"ヨイショ・・・　ヨイショ・・・　
ふぅ～";"Heave... Ho...
Hooo...";"Oh ! Hisse ! Oh ! Hisse !
Han...";
"[Tag Ruby  val={000200043057305F} ]下にいる　あの[Tag Ruby  val={00020008304A306830463068} ]弟、あの[Tag Color  val={0003} ][Tag Ruby  val={000200043042304A} ]青い[Tag Ruby  val={0002000430843064} ]奴[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
ちっとも、[Tag Ruby  val={00040006306630643060} ]手伝ってくれないんです！[Tag Color  val={FFFF} ]";"That guy's younger brother down below...
That [Tag Color  val={0003} ]blue guy[Tag Color  val={FFFF} ][Tag Color  val={0000} ]... He doesn't help out at all![Tag Color  val={FFFF} ]";"Si seulement ce frère qui est en bas,
si seulement ce frère [Tag Color  val={0003} ]habillé en bleu[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
pouvait venir nous aider un peu ![Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]チンクルタワー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]に、[Tag Ruby  val={000400063089304F304C} ]落書きされないように
[Tag Ruby  val={00040004307F306F} ]見張ってるんですよ！[Tag Color  val={FFFF} ]";"He just hangs out down there, standing
guard and making sure no one writes any
graffiti on [Tag Color  val={0001} ]Tingle Tower[Tag Color  val={FFFF} ][Tag Color  val={0000} ]! That's all!
No manual labor whatsoever![Tag Color  val={FFFF} ]";"Il dit qu'il monte la garde
pour que personne ne vienne taguer
la [Tag Color  val={0001} ]tour de Tingle[Tag Color  val={FFFF} ][Tag Color  val={0000} ] !!![Tag Color  val={FFFF} ]";
"そんな[Tag Ruby  val={0002000430843064} ]奴いませんよねぇ";"But who would even bother vandalizing
this place?";"Mais je ne vois pas qui pourrait
avoir une idée pareille !";
"やぁ、[Tag Ruby  val={0004000830883046305B3044} ]妖精さん！[Tag Color  val={0001} ][Tag Color  val={FFFF} ][Tag Color  val={0000} ][Tag Color  val={FFFF} ]";"Hey! Mr. Fairy!";"Oh, Lutin !!!";
"[Tag Ruby  val={0004000830883046305B3044} ]妖精さんが この[Tag Color  val={0001} ]チンクル[Tag Ruby  val={00020004305E3046} ]像[Tag Color  val={FFFF} ]を[Tag Ruby  val={00040006305C30933076} ]全部 [Tag Ruby  val={00020002307F} ]見つけてくれた
おかげで またこの[Tag Ruby  val={00040006305B304B3044} ]世界に
[Tag Ruby  val={0002000430823069} ]戻ってくることができたのだぁ～";"Mr. Fairy! You found all the [Tag Color  val={0001} ]Tingle Statues[Tag Color  val={FFFF} ]!
If it wasn't for you, I would never have been
able to come back! Oh, thank you!";"[Tag Color  val={0000} ]Lutin, Lutin ! Tu as trouvé toutes les [Tag Color  val={0001} ]statues
Tingle[Tag Color  val={0000} ] ! Grâce à toi, j'ai pu revenir ici... ![Tag Color  val={FFFF} ]";
"[Tag Ruby  val={0004000A30513063304D3087304F} ]結局、ここが[Tag Ruby  val={000400083044306130703093} ]一番 [Tag Ruby  val={0002000630463064304F} ]美しいってわかったよ
";"I understand now when you say that this place
is the most beautiful place ever!";"[Tag Color  val={0000} ]Comme c'est agréable d'être de
retour chez soi... Cette île, c'est
vraiment le plus bel endroit du monde ![Tag Color  val={FFFF} ]";
"[Tag Ruby  val={0002000430463064} ]写し[Tag Ruby  val={000200023048} ]絵の[Tag Ruby  val={00020004306F3053} ]箱で[Tag Ruby  val={000400083055306430483044} ]撮影したら
[Tag Ruby  val={000400063058307E3093} ]自慢できる[Tag Ruby  val={000400083053304630513044} ]光景だと[Tag Ruby  val={00020004304A3082} ]思うのだぁ";"This scenery would make a pictograph you
could be proud of, don't you agree?";"D'ailleurs, ce paysage est tellement beau
que ça vaudrait le coup d'en prendre
un cliché avec une boîte à image !";
"[Tag Ruby  val={00020004306B3044} ]兄さん！　[Tag Ruby  val={000400083057309330713044} ]心配しましたよ！
んっ？　[Tag Ruby  val={000200043061304C} ]違う！！";"Big Brother! I was worried about you!
Huh?!? You are not my brother!";"Grand frère !!! On s'inquiétait !!!
Tiens ! Mais ce n'est pas lui !";
"[Tag Ruby  val={000200043042306B} ]兄が、[Tag Color  val={0001} ]タウラ[Tag Ruby  val={0002000430683046} ]島[Tag Color  val={FFFF} ][Tag Color  val={0000} ]へ[Tag Ruby  val={000200023044} ]行くと[Tag Ruby  val={000200023044} ]言ったきり
[Tag Ruby  val={00020004304B3048} ]帰ってこないんです！[Tag Color  val={FFFF} ]";"My brother said he was going to [Tag Color  val={0001} ]Windfall
Island[Tag Color  val={FFFF} ][Tag Color  val={0000} ], but it has been so long...and still he
does not come back![Tag Color  val={FFFF} ]";"Mon grand frère est parti en disant
qu'il allait à [Tag Color  val={0001} ]Mercantîle [Tag Color  val={FFFF} ][Tag Color  val={0000} ]et
il n'en est pas revenu ![Tag Color  val={FFFF} ]";
"[Tag Ruby  val={000200043042306B} ]兄は、[Tag Ruby  val={00020006308F305F3057} ]私とそっくりな[Tag Ruby  val={00020004304B304A} ]顔で、
あなたに、そっくりな[Tag Ruby  val={000200043075304F} ]服です";"My brother looks just like me!
And he wears clothes just like yours!";"Il a exactement
la même tête que moi et exactement
la même tenue que toi.";
"すぐにわかると[Tag Ruby  val={00020004304A3082} ]思います
[Tag Ruby  val={000200043055304C} ]探してもらえませんか？

[Tag Ruby  val={000200043042306B} ]兄がいれば、どんな[Tag Ruby  val={000200063080305A304B} ]難しい[Tag Color  val={0001} ]マップ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]でも
[Tag Ruby  val={00040008304B30443069304F} ]解読できるんですけどねぇ・・・[Tag Color  val={FFFF} ]";"I am certain you will know him the moment
you set eyes on him. Can you not look for
him for me?

If he were here, he could decipher any
[Tag Color  val={0001} ]chart [Tag Color  val={FFFF} ][Tag Color  val={0000} ]you have that needs deciphering,
no matter how difficult it is to read...[Tag Color  val={FFFF} ]";"Je pense que tu le reconnaîtras
très facilement.
Peux-tu aller à sa recherche, s'il te plaît ?

Mon grand frère sait décrypter les [Tag Color  val={0001} ]cartes
[Tag Color  val={FFFF} ][Tag Color  val={0000} ]les plus compliquées... [Tag Color  val={FFFF} ]";
"[Tag Color  val={0001} ]タウラ[Tag Ruby  val={0002000430683046} ]島[Tag Color  val={FFFF} ][Tag Color  val={0000} ]は、ここの[Tag Color  val={FFFF} ][Tag Color  val={0001} ][Tag Ruby  val={00040008307B304F30683046} ]北東[Tag Color  val={FFFF} ][Tag Color  val={0000} ]です


[Tag Ruby  val={000200043042306B} ]兄がいれば、どんな[Tag Ruby  val={000200063080305A304B} ]難しい[Tag Color  val={FFFF} ][Tag Color  val={0001} ]マップ[Tag Color  val={FFFF} ][Tag Color  val={0000} ]でも
[Tag Ruby  val={00040008304B30443069304F} ]解読できるんですけどねぇ・・・[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Windfall Island[Tag Color  val={FFFF} ][Tag Color  val={0000} ] is [Tag Color  val={FFFF} ][Tag Color  val={0001} ]northeast[Tag Color  val={FFFF} ][Tag Color  val={0000} ] of here.



If my brother were here, he could decipher
any [Tag Color  val={FFFF} ][Tag Color  val={0001} ]chart[Tag Color  val={FFFF} ][Tag Color  val={0000} ] you have that needs deciphering,
no matter how hard it is to read...[Tag Color  val={FFFF} ]";"[Tag Color  val={0001} ]Mercantîle [Tag Color  val={FFFF} ][Tag Color  val={0000} ]se trouve au [Tag Color  val={FFFF} ][Tag Color  val={0001} ]nord-est [Tag Color  val={FFFF} ][Tag Color  val={0000} ]d'ici.
Mon grand frère sait décrypter les [Tag Color  val={FFFF} ][Tag Color  val={0001} ]cartes
[Tag Color  val={FFFF} ][Tag Color  val={0000} ]les plus compliquées, mais moi... [Tag Color  val={FFFF} ]";
"あのぉ　[Tag Color  val={0001} ]チンクルボトル[Tag Color  val={FFFF} ]　お[Tag Ruby  val={000200043064304B} ]使いですよね？";"Um... You have a [Tag Color  val={0001} ]Tingle Bottle[Tag Color  val={FFFF} ][Tag Color  val={0000} ], do you not?[Tag Color  val={FFFF} ]";"Ah ! Tu possèdes la [Tag Color  val={0001} ]bouteille de Tingle[Tag Color  val={FFFF} ][Tag Color  val={0000} ],
n'est-ce pas ?[Tag Color  val={FFFF} ]";
"あっ・・・";"Uh...";"Ah ?!";
"いえ、[Tag Ruby  val={000200043064304B} ]使ってなければいいんです、そうですよね・・・
いろいろとご[Tag Ruby  val={000400083058305830873046} ]事情が、おありでしょうから・・・";"No, if you're not really a fan of it, do not
worry about such things. The Tingle Bottle...
It is sort of complicated, I suppose...";"Ah... Tu ne t'en sers pas vraiment... Bien sûr... 
Oui... Tu dois avoir beaucoup d'autres
choses à faire...";
"[Tag Ruby  val={000400043080308A} ]無理なさらないで[Tag Ruby  val={00020004304F3060} ]下さい
いえ、ほんとに";"No, no. Do not go out of your way.
No, really.";"Ça n'est pas grave.
Tant pis. Vraiment !";
"[Tag Ruby  val={00020004305F306E} ]楽しいんですけどね、[Tag Color  val={0001} ]チンクルボトル[Tag Color  val={FFFF} ]・・・[Tag Color  val={0000} ]
いえ、ほんとに、[Tag Ruby  val={000400043080308A} ]無理はいけません、[Tag Ruby  val={000400043080308A} ]無理は・・[Tag Color  val={FFFF} ]";"I mean, it is quite amusing... The [Tag Color  val={0001} ]Tingle Bottle[Tag Color  val={FFFF} ][Tag Color  val={0000} ],
I mean. But no, really. I would not expect
you to...[Tag Color  val={FFFF} ]";"Pourtant, c'est vraiment amusant...
la [Tag Color  val={0001} ]bouteille de Tingle[Tag Color  val={FFFF} ][Tag Color  val={0000} ]...
Mais ça n'est pas grave. Franchement...[Tag Color  val={FFFF} ]";
"[Tag Ruby  val={0004000830883046305B3044} ]妖精さんが[Tag Ruby  val={00020004306A304C} ]流すチンクルボトルを、たまに[Tag Ruby  val={000200043072308D} ]拾って
[Tag Ruby  val={000200023088} ]読む[Tag Ruby  val={000200043042306B} ]兄は、[Tag Ruby  val={00040008307B309330683046} ]本当に、[Tag Ruby  val={000200043046308C} ]嬉しそうなんです";"My brother is so happy when a Tingle Bottle
you send washes up on our shores, Mr. Fairy.
So very happy!";"Mon frère semble vraiment content quand
il trouve une bouteille dans laquelle tu as
glissé un message !
Vraiment !...";
"[Tag Ruby  val={00020006308F305F3057} ]私たちにも、[Tag Ruby  val={0002000430843055} ]優しいんですよ！[Tag Color  val={0001} ][Tag Color  val={FFFF} ][Tag Color  val={0000} ][Tag Color  val={FFFF} ]";"And then he is nice to us! So nice!";"Nous aussi, nous sommes contents !";
"まぁ、これは、[Tag Ruby  val={00020004307E308F} ]回すんですけどね・・・";"I suppose I can pass this on...";"Ah, nous tournons, nous tournons...";
"[Tag Color  val={0001} ]チンクル[Tag Ruby  val={00020004305E3046} ]像[Tag Color  val={FFFF} ][Tag Color  val={0000} ]、ありがとうございました
[Tag Ruby  val={00040008305F304430783093} ]大変だったでしょう[Tag Color  val={FFFF} ]";"Thank you for the gift—I know that
[Tag Color  val={0001} ]Tingle Statues [Tag Color  val={FFFF} ][Tag Color  val={0000} ]are quite hard to come by.[Tag Color  val={FFFF} ]";"Merci beaucoup pour la [Tag Color  val={0001} ]statue Tingle[Tag Color  val={FFFF} ][Tag Color  val={0000} ] !
Tu as dû avoir du mal à la trouver ![Tag Color  val={FFFF} ]";
"あのぉ、これ、[Tag Ruby  val={000200043059304F} ]少ないんですが
とっといて[Tag Ruby  val={00020004304F3060} ]下さい";"Umm... It is not much, but please...
Take this.";"Euh... Tiens !
Ça n'est pas grand-chose,
mais c'est pour toi !";
"あんな[Tag Ruby  val={000200043042306B} ]兄ですけど、
また[Tag Ruby  val={000200043042305D} ]遊んであげて[Tag Ruby  val={00020004304F3060} ]下さいね";"I know what my big brother is like,
but please play with him again soon.
Otherwise he gets out of sorts.";"J'espère que tu reviendras
souvent voir mon frère !";
"あっ！
ぜ～んぶ[Tag Ruby  val={00020004305D308D} ]揃ったんですねぇ！　";"Ah! You have gotten them all!";"Mais !
Nous avons la collection complète !!!";
"ちょっと[Tag Ruby  val={00020002307E} ]待ってて[Tag Ruby  val={00020004304F3060} ]下さいね
いつものやつを・・・";"Please wait a moment.
As usual...";"Attends un peu...
Comme d'habitude...";
"[Tag Ruby  val={000200043042306B} ]兄が、[Tag Ruby  val={0004000830883046305B3044} ]妖精さんから、いただいた[Tag Ruby  val={0002000430763093} ]分を
[Tag Ruby  val={00020002305F} ]貯めておいたんです";"My big brother saved up everything he
got from you, Mr. Fairy.";"Mon frère met de côté ce que tu lui 
donnes, tu sais ?";
"[Tag Ruby  val={00020006308F305F3057} ]私から、あげられるのは、もうないんです";"I do not have anything else I can give you.";"Et moi, je n'ai plus rien à te donner...";
"でも、[Tag Ruby  val={000200043042306B} ]兄とは、また[Tag Ruby  val={000200043042305D} ]遊んであげて[Tag Ruby  val={00020004304F3060} ]下さいね
[Tag Ruby  val={000400083084304F305D304F} ]約束ですよ";"But please play with my big brother again
soon. Promise me...";"Mais repasse voir mon frère !
C'est promis ?";
"でも、[Tag Ruby  val={000200043042306B} ]兄とは、また[Tag Ruby  val={000200043042305D} ]遊んであげて[Tag Ruby  val={00020004304F3060} ]下さいね
[Tag Ruby  val={000400083084304F305D304F} ]約束ですよ";"But please play with my big brother again
soon. Promise me...";"Mais repasse voir mon frère !
Nous te paierons à ce moment-là !";
"[Tag Color  val={0001} ]チンクル[Tag Ruby  val={00020004305E3046} ]像[Tag Color  val={FFFF} ][Tag Color  val={0000} ]　１[Tag Ruby  val={00020004305F3044} ]体[Tag Ruby  val={00020002307F} ]見つけて　[Tag Color  val={FFFF} ][Tag Color  val={0006} ]５０ルピー[Tag Color  val={FFFF} ][Tag Color  val={0000} ]
たしかに、[Tag Ruby  val={000200043059304F} ]少ないかも？[Tag Color  val={FFFF} ]";"For each [Tag Color  val={0001} ]Tingle Statue[Tag Color  val={FFFF} ][Tag Color  val={0000} ] you find, I will
give you [Tag Color  val={FFFF} ][Tag Color  val={0006} ]50 Rupees[Tag Color  val={FFFF} ][Tag Color  val={0000} ]. It is not much, is it?[Tag Color  val={FFFF} ]";"Hummm... [Tag Color  val={0006} ]50 rubis [Tag Color  val={FFFF} ][Tag Color  val={0000} ]par [Tag Color  val={FFFF} ][Tag Color  val={0001} ]statue Tingle[Tag Color  val={FFFF} ][Tag Color  val={0000} ].
Je reconnais que ce n'est pas cher payé ![Tag Color  val={FFFF} ]";
